Genotype/condition	Sample Number	Timepoint	CellNumber	FibrilTool Angle	Comparison Angle	Raw angle	Absolute angle	Acute absolute angle to ablation	Anisotropy
GFP-MBD_Control	8	4	2	9.5533	159.1159	-149.5626	149.5626	30.4374	0.1337
GFP-MBD_Control	8	4	3	145.0054	44.7474	100.258	100.258	79.742	0.101
GFP-MBD_Control	8	4	4	134.2028	109.183	25.0198	25.0198	25.0198	0.1585
GFP-MBD_Control	8	4	5	138.8944	90	48.8944	48.8944	48.8944	0.0532
GFP-MBD_Control	8	4	6	89.5424	73.7203	15.822	15.822	15.822	0.0614
GFP-MBD_Control	8	4	7	141.9363	160.9754	-19.0391	19.0391	19.0391	0.1927
GFP-MBD_Control	8	4	8	130.0137	1.4101	128.6036	128.6036	51.3964	0.1805
GFP-MBD_Control	8	5	1	56.4314	12.1606	44.2708	44.2708	44.2708	0.0707
GFP-MBD_Control	8	5	2	9.5169	157.264	-147.7471	147.7471	32.2529	0.139
GFP-MBD_Control	8	5	3	145.7751	44.7474	101.0277	101.0277	78.9723	0.1084
GFP-MBD_Control	8	5	4	129.6992	109.3673	20.3319	20.3319	20.3319	0.1847
GFP-MBD_Control	8	5	5	148.4479	90	58.4479	58.4479	58.4479	0.0538
GFP-MBD_Control	8	5	6	78.7421	73.9865	4.7556	4.7556	4.7556	0.0701
GFP-MBD_Control	8	5	7	141.3515	160.9754	-19.6239	19.6239	19.6239	0.1877
GFP-MBD_Control	8	5	8	131.185	1.4101	129.7749	129.7749	50.2251	0.1854
GFP-MBD_Control	8	6	1	44.0245	12.1606	31.8638	31.8638	31.8638	0.0676
GFP-MBD_Control	8	6	2	6.6539	157.264	-150.6101	150.6101	29.3899	0.1247
GFP-MBD_Control	8	6	3	146.3349	44.7474	101.5874	101.5874	78.4126	0.0873
GFP-MBD_Control	8	6	4	123.1027	109.3673	13.7354	13.7354	13.7354	0.1581
GFP-MBD_Control	8	6	5	138.5603	90.0044	48.5559	48.5559	48.5559	0.0386
GFP-MBD_Control	8	6	6	68.515	73.9865	-5.4715	5.4715	5.4715	0.1043
GFP-MBD_Control	8	6	7	138.124	160.9754	-22.8515	22.8515	22.8515	0.152
GFP-MBD_Control	8	6	8	132.3987	1.4101	130.9886	130.9886	49.0114	0.1847
GFP-MBD_Control	8	7	1	31.2648	12.1606	19.1042	19.1042	19.1042	0.0621
GFP-MBD_Control	8	7	2	179.2967	157.264	22.0326	22.0326	22.0326	0.1359
GFP-MBD_Control	8	7	3	146.827	44.7474	102.0796	102.0796	77.9204	0.0769
GFP-MBD_Control	8	7	4	123.7889	109.8752	13.9138	13.9138	13.9138	0.1833
GFP-MBD_Control	8	7	5	134.2021	90.0044	44.1977	44.1977	44.1977	0.0878
GFP-MBD_Control	8	7	6	68.2824	74.6157	-6.3333	6.3333	6.3333	0.1473
GFP-MBD_Control	8	7	7	136.5721	160.9754	-24.4033	24.4033	24.4033	0.1425
GFP-MBD_Control	8	7	8	130.4329	1.4101	129.0228	129.0228	50.9772	0.1969
GFP-MBD_Control	8	8	1	21.4354	12.1606	9.2748	9.2748	9.2748	0.0874
GFP-MBD_Control	8	8	2	0.09915	157.264	-157.1649	157.1649	22.8351	0.1613
GFP-MBD_Control	8	8	3	148.5012	44.2783	104.2228	104.2228	75.7772	0.0959
GFP-MBD_Control	8	8	4	120.2713	109.8752	10.3961	10.3961	10.3961	0.1185
GFP-MBD_Control	8	8	5	157.0882	90.0038	67.0844	67.0844	67.0844	0.0628
GFP-MBD_Control	8	8	6	55.8998	74.6157	-18.7159	18.7159	18.7159	0.2121
GFP-MBD_Control	8	8	7	138.0297	160.9754	-22.9457	22.9457	22.9457	0.1725
GFP-MBD_Control	8	8	8	133.516	1.4101	132.1059	132.1059	47.8941	0.2162
GFP-MBD_Control	8	9	1	3.3782	12.1606	-8.7824	8.7824	8.7824	0.1012
GFP-MBD_Control	8	9	2	179.5279	157.264	22.2639	22.2639	22.2639	0.1548
GFP-MBD_Control	8	9	3	152.4639	44.2783	108.1855	108.1855	71.8145	0.0845
GFP-MBD_Control	8	9	4	126.081	109.8752	16.2059	16.2059	16.2059	0.1182
GFP-MBD_Control	8	9	5	176.7198	90.0038	86.716	86.716	86.716	0.0862
GFP-MBD_Control	8	9	6	51.2657	74.6157	-23.35	23.35	23.35	0.2393
GFP-MBD_Control	8	9	7	138.7259	160.9754	-22.2495	22.2495	22.2495	0.165
GFP-MBD_Control	8	9	8	133.4815	1.4101	132.0713	132.0713	47.9287	0.2389
GFP-MBD_Control	8	10	1	6.3913	12.1606	-5.7693	5.7693	5.7693	0.1449
GFP-MBD_Control	8	10	2	175.1383	157.264	17.8742	17.8742	17.8742	0.1402
GFP-MBD_Control	8	10	3	145.1685	44.2783	100.8902	100.8902	79.1098	0.0797
GFP-MBD_Control	8	10	4	124.8213	109.8752	14.9461	14.9461	14.9461	0.1418
GFP-MBD_Control	8	10	5	169.2559	90.0038	79.2521	79.2521	79.2521	0.0638
GFP-MBD_Control	8	10	6	48.1585	74.6157	-26.4572	26.4572	26.4572	0.2796
GFP-MBD_Control	8	10	7	136.3048	160.9754	-24.6707	24.6707	24.6707	0.1896
GFP-MBD_Control	8	10	8	134.7783	1.4101	133.3682	133.3682	46.6318	0.2088
GFP-MBD_Control	8	11	1	0.6748	12.1606	-11.4859	11.4859	11.4859	0.2022
GFP-MBD_Control	8	11	2	171.602	157.264	14.338	14.338	14.338	0.1708
GFP-MBD_Control	8	11	3	143.8841	47.1668	96.7173	96.7173	83.2827	0.1536
GFP-MBD_Control	8	11	4	149.7709	109.8752	39.8957	39.8957	39.8957	0.1296
GFP-MBD_Control	8	11	5	167.5319	90.0038	77.5281	77.5281	77.5281	0.1828
GFP-MBD_Control	8	11	6	42.1317	74.6157	-32.484	32.484	32.484	0.3172
GFP-MBD_Control	8	11	7	143.7017	160.9754	-17.2738	17.2738	17.2738	0.1586
GFP-MBD_Control	8	11	8	137.8669	1.4101	136.4568	136.4568	43.5432	0.2287
GFP-MBD_Control	8	12	1	175.1312	11.9933	163.1379	163.1379	16.8621	0.2232
GFP-MBD_Control	8	12	2	171.9183	158.0708	13.8475	13.8475	13.8475	0.1896
GFP-MBD_Control	8	12	3	144.9781	47.1668	97.8114	97.8114	82.1886	0.191
GFP-MBD_Control	8	12	4	146.9517	109.8752	37.0766	37.0766	37.0766	0.1719
GFP-MBD_Control	8	12	5	159.3217	89.7542	69.5675	69.5675	69.5675	0.2372
GFP-MBD_Control	8	12	6	39.7954	74.6157	-34.8202	34.8202	34.8202	0.3364
GFP-MBD_Control	8	12	7	151.0696	160.9754	-9.9058	9.9058	9.9058	0.1744
GFP-MBD_Control	8	12	8	138.0769	1.4101	136.6668	136.6668	43.3332	0.222
GFP-MBD_Control	8	13	1	176.017	12.1414	163.8755	163.8755	16.1245	0.2443
GFP-MBD_Control	8	13	2	176.4117	158.0216	18.3901	18.3901	18.3901	0.1847
GFP-MBD_Control	8	13	3	144.1583	47.9281	96.2302	96.2302	83.7698	0.1989
GFP-MBD_Control	8	13	4	147.4285	108.8563	38.5722	38.5722	38.5722	0.1909
GFP-MBD_Control	8	13	5	158.6502	89.7334	68.9168	68.9168	68.9168	0.2445
GFP-MBD_Control	8	13	6	38.4564	73.7067	-35.2503	35.2503	35.2503	0.3125
GFP-MBD_Control	8	13	7	151.7215	160.9754	-9.2539	9.2539	9.2539	0.2146
GFP-MBD_Control	8	13	8	136.4227	1.4101	135.0126	135.0126	44.9874	0.2356
GFP-MBD_Control	9	1	1	25.655	101.8151	-76.1601	76.1601	76.1601	0.184
GFP-MBD_Control	9	1	2	155.9752	83.0018	72.9734	72.9734	72.9734	0.0926
GFP-MBD_Control	9	1	3	153.3741	10.3206	143.0535	143.0535	36.9465	0.174
GFP-MBD_Control	9	1	4	151.9154	132.9534	18.962	18.962	18.962	0.0925
GFP-MBD_Control	9	1	5	155.6886	179.4394	-23.7508	23.7508	23.7508	0.1791
GFP-MBD_Control	9	1	6	8.2779	7.903	0.375	0.375	0.375	0.0341
GFP-MBD_Control	9	1	7	179.9491	0.1287	179.8204	179.8204	0.1796	0.1236
GFP-MBD_Control	9	2	1	23.3762	101.8151	-78.439	78.439	78.439	0.1969
GFP-MBD_Control	9	2	2	152.9581	83.0018	69.9563	69.9563	69.9563	0.0878
GFP-MBD_Control	9	2	3	150.0048	10.3206	139.6842	139.6842	40.3158	0.1773
GFP-MBD_Control	9	2	4	145.8517	132.9534	12.8983	12.8983	12.8983	0.0809
GFP-MBD_Control	9	2	5	158.7935	179.4394	-20.6459	20.6459	20.6459	0.1742
GFP-MBD_Control	9	2	6	4.8655	7.903	-3.0375	3.0375	3.0375	0.0594
GFP-MBD_Control	9	2	7	0.5942	0.1287	0.4655	0.4655	0.4655	0.1466
GFP-MBD_Control	9	3	1	14.8324	101.8151	-86.9827	86.9827	86.9827	0.1989
GFP-MBD_Control	9	3	2	153.7505	83.0018	70.7487	70.7487	70.7487	0.0824
GFP-MBD_Control	9	3	3	148.9639	10.3206	138.6433	138.6433	41.3567	0.1887
GFP-MBD_Control	9	3	4	142.2608	132.9534	9.3074	9.3074	9.3074	0.094
GFP-MBD_Control	9	3	5	160.3514	179.4394	-19.088	19.088	19.088	0.1613
GFP-MBD_Control	9	3	6	2.5759	7.903	-5.3271	5.3271	5.3271	0.0899
GFP-MBD_Control	9	3	7	176.0528	0.1287	175.9241	175.9241	4.0759	0.1475
GFP-MBD_Control	9	4	1	14.8039	101.2441	-86.4402	86.4402	86.4402	0.1793
GFP-MBD_Control	9	4	2	157.2088	83.0018	74.207	74.207	74.207	0.0965
GFP-MBD_Control	9	4	3	147.9079	10.3206	137.5873	137.5873	42.4127	0.198
GFP-MBD_Control	9	4	4	136.3996	129.3364	7.0632	7.0632	7.0632	0.0894
GFP-MBD_Control	9	4	5	156.5298	179.4394	-22.9097	22.9097	22.9097	0.1631
GFP-MBD_Control	9	4	6	7.8459	7.903	-0.05708	0.05708	0.05708	0.1293
GFP-MBD_Control	9	4	7	173.782	0.09022	173.6918	173.6918	6.3082	0.1614
GFP-MBD_Control	9	5	1	17.7434	101.2441	-83.5007	83.5007	83.5007	0.1736
GFP-MBD_Control	9	5	2	146.2879	82.6112	63.6767	63.6767	63.6767	0.0744
GFP-MBD_Control	9	5	3	144.016	10.3206	133.6954	133.6954	46.3046	0.2095
GFP-MBD_Control	9	5	4	136.5565	129.3364	7.2201	7.2201	7.2201	0.0848
GFP-MBD_Control	9	5	5	152.5573	179.4394	-26.8821	26.8821	26.8821	0.1786
GFP-MBD_Control	9	5	6	5.7502	7.903	-2.1527	2.1527	2.1527	0.1148
GFP-MBD_Control	9	5	7	168.0663	179.9953	-11.929	11.929	11.929	0.1583
GFP-MBD_Control	9	6	1	13.1036	101.2441	-88.1405	88.1405	88.1405	0.1524
GFP-MBD_Control	9	6	2	123.6781	82.6112	41.067	41.067	41.067	0.0205
GFP-MBD_Control	9	6	3	141.9527	10.3206	131.6321	131.6321	48.3679	0.2229
GFP-MBD_Control	9	6	4	136.1335	127.0488	9.0847	9.0847	9.0847	0.0654
GFP-MBD_Control	9	6	5	155.1293	179.4394	-24.3102	24.3102	24.3102	0.1825
GFP-MBD_Control	9	6	6	8.1112	7.903	0.2082	0.2082	0.2082	0.1255
GFP-MBD_Control	9	6	7	165.0969	179.9953	-14.8983	14.8983	14.8983	0.1668
GFP-MBD_Control	9	7	1	22.5215	101.5685	-79.047	79.047	79.047	0.222
GFP-MBD_Control	9	7	2	168.5247	82.6112	85.9135	85.9135	85.9135	0.0349
GFP-MBD_Control	9	7	3	139.1255	10.3206	128.8049	128.8049	51.1951	0.2108
GFP-MBD_Control	9	7	4	135.3875	127.0488	8.3387	8.3387	8.3387	0.0747
GFP-MBD_Control	9	7	5	148.988	179.4239	-30.4359	30.4359	30.4359	0.2115
GFP-MBD_Control	9	7	6	8.8904	7.903	0.9874	0.9874	0.9874	0.1288
GFP-MBD_Control	9	7	7	165.6197	179.9953	-14.3755	14.3755	14.3755	0.1608
GFP-MBD_Control	9	8	1	22.5558	101.5685	-79.0127	79.0127	79.0127	0.183
GFP-MBD_Control	9	8	2	49.4466	82.6112	-33.1646	33.1646	33.1646	0.0149
GFP-MBD_Control	9	8	3	141.5011	10.3206	131.1805	131.1805	48.8195	0.2134
GFP-MBD_Control	9	8	4	131.0097	127.0488	3.9609	3.9609	3.9609	0.1098
GFP-MBD_Control	9	8	5	147.0599	179.4239	-32.364	32.364	32.364	0.2142
GFP-MBD_Control	9	8	6	8.1039	7.8838	0.22	0.22	0.22	0.1135
GFP-MBD_Control	9	8	7	165.5614	179.9953	-14.4339	14.4339	14.4339	0.172
GFP-MBD_Control	9	9	1	18.385	101.5685	-83.1835	83.1835	83.1835	0.173
GFP-MBD_Control	9	9	2	44.2987	82.6112	-38.3124	38.3124	38.3124	0.0693
GFP-MBD_Control	9	9	3	141.4666	10.3206	131.146	131.146	48.854	0.2226
GFP-MBD_Control	9	9	4	141.6589	127.0488	14.6101	14.6101	14.6101	0.1007
GFP-MBD_Control	9	9	5	147.5019	179.4239	-31.922	31.922	31.922	0.2014
GFP-MBD_Control	9	9	6	9.4002	7.8838	1.5163	1.5163	1.5163	0.1269
GFP-MBD_Control	9	9	7	162.6861	179.9953	-17.3092	17.3092	17.3092	0.1714
GFP-MBD_Control	9	10	1	17.3065	101.5685	-84.2619	84.2619	84.2619	0.189
GFP-MBD_Control	9	10	2	47.9914	82.6112	-34.6198	34.6198	34.6198	0.0285
GFP-MBD_Control	9	10	3	142.0963	10.3206	131.7757	131.7757	48.2243	0.2122
GFP-MBD_Control	9	10	4	131.1832	127.0488	4.1344	4.1344	4.1344	0.0583
GFP-MBD_Control	9	10	5	148.4174	179.4239	-31.0065	31.0065	31.0065	0.2251
GFP-MBD_Control	9	10	6	3.1426	7.8838	-4.7413	4.7413	4.7413	0.1301
GFP-MBD_Control	9	10	7	160.2811	179.9953	-19.7141	19.7141	19.7141	0.1512
GFP-MBD_Control	9	11	1	14.0075	101.5685	-87.561	87.561	87.561	0.1945
GFP-MBD_Control	9	11	2	32.2828	82.9564	-50.6736	50.6736	50.6736	0.0591
GFP-MBD_Control	9	11	3	141.0067	10.5573	130.4494	130.4494	49.5506	0.2203
GFP-MBD_Control	9	11	4	131.1267	137.8947	-6.768	6.768	6.768	0.0531
GFP-MBD_Control	9	11	5	143.9335	179.5865	-35.6531	35.6531	35.6531	0.245
GFP-MBD_Control	9	11	6	7.0587	6.2174	0.8413	0.8413	0.8413	0.1436
GFP-MBD_Control	9	11	7	162.7519	0.5839	162.168	162.168	17.832	0.1795
GFP-MBD_Control	9	12	1	6.6681	102.718	-96.0499	96.0499	83.9501	0.1776
GFP-MBD_Control	9	12	2	33.6351	82.6369	-49.0018	49.0018	49.0018	0.0512
GFP-MBD_Control	9	12	3	144.0876	10.5573	133.5303	133.5303	46.4697	0.2097
GFP-MBD_Control	9	12	4	129.6912	142.1162	-12.425	12.425	12.425	0.0718
GFP-MBD_Control	9	12	5	143.2068	179.8365	-36.6296	36.6296	36.6296	0.2222
GFP-MBD_Control	9	12	6	4.7415	5.5485	-0.807	0.807	0.807	0.1255
GFP-MBD_Control	9	12	7	158.424	0.5839	157.8401	157.8401	22.1599	0.1652
GFP-MBD_Control	9	13	1	9.2037	103.2906	-94.0869	94.0869	85.9131	0.1653
GFP-MBD_Control	9	13	2	21.2094	82.1203	-60.9108	60.9108	60.9108	0.0481
GFP-MBD_Control	9	13	3	147.7288	10.5573	137.1714	137.1714	42.8286	0.1645
GFP-MBD_Control	9	13	4	137.205	146.0369	-8.8319	8.8319	8.8319	0.0906
GFP-MBD_Control	9	13	5	143.5847	179.8941	-36.3094	36.3094	36.3094	0.2028
GFP-MBD_Control	9	13	6	6.4227	4.7359	1.6867	1.6867	1.6867	0.1293
GFP-MBD_Control	9	13	7	154.9063	1.2473	153.659	153.659	26.341	0.1352
GFP-MBD_bot1-7	1	1	1	74.2986	37.9757	36.3229	36.3229	36.3229	0.0678
GFP-MBD_bot1-7	1	1	2	116.5917	2.1106	114.4811	114.4811	65.5189	0.018
GFP-MBD_bot1-7	1	1	3	88.2937	175.7588	-87.4651	87.4651	87.4651	0.0355
GFP-MBD_bot1-7	1	1	4	89.8904	100.8521	-10.9617	10.9617	10.9617	0.1095
GFP-MBD_bot1-7	1	1	5	37.4733	96.2682	-58.7949	58.7949	58.7949	0.0314
GFP-MBD_bot1-7	1	1	6	103.7922	90.3696	13.4226	13.4226	13.4226	0.051
GFP-MBD_bot1-7	1	1	7	38.776	160.4912	-121.7153	121.7153	58.2847	0.0622
GFP-MBD_bot1-7	1	1	8	56.2799	41.7034	14.5765	14.5765	14.5765	0.0535
GFP-MBD_bot1-7	1	1	9	3.5344	162.3297	-158.7953	158.7953	21.2047	0.0535
GFP-MBD_bot1-7	1	2	1	65.971	39.1529	26.8181	26.8181	26.8181	0.0478
GFP-MBD_bot1-7	1	2	2	127.3294	1.5893	125.7401	125.7401	54.2599	0.0164
GFP-MBD_bot1-7	1	2	3	50.4893	175.9586	-125.4694	125.4694	54.5306	0.032
GFP-MBD_bot1-7	1	2	4	98.1911	100.0982	-1.9072	1.9072	1.9072	0.1017
GFP-MBD_bot1-7	1	2	5	52.7197	96.3267	-43.6069	43.6069	43.6069	0.0146
GFP-MBD_bot1-7	1	2	6	105.1471	90.3696	14.7776	14.7776	14.7776	0.0559
GFP-MBD_bot1-7	1	2	7	44.9014	160.4912	-115.5899	115.5899	64.4101	0.0018
GFP-MBD_bot1-7	1	2	8	58.7582	41.7034	17.0547	17.0547	17.0547	0.0709
GFP-MBD_bot1-7	1	2	9	176.0172	163.4462	12.571	12.571	12.571	0.0649
GFP-MBD_bot1-7	1	3	1	76.1603	41.1025	35.0578	35.0578	35.0578	0.0421
GFP-MBD_bot1-7	1	3	2	97.058	1.3034	95.7545	95.7545	84.2455	0.0276
GFP-MBD_bot1-7	1	3	3	31.3184	175.6664	-144.3481	144.3481	35.6519	0.0631
GFP-MBD_bot1-7	1	3	4	105.8642	100.227	5.6372	5.6372	5.6372	0.1122
GFP-MBD_bot1-7	1	3	5	50.5042	95.5642	-45.06	45.06	45.06	0.0499
GFP-MBD_bot1-7	1	3	6	107.5997	90.3696	17.2301	17.2301	17.2301	0.0408
GFP-MBD_bot1-7	1	3	7	142.7729	158.1647	-15.3917	15.3917	15.3917	0.0293
GFP-MBD_bot1-7	1	3	8	58.8502	41.7034	17.1468	17.1468	17.1468	0.0945
GFP-MBD_bot1-7	1	3	9	173.3988	162.7817	10.6171	10.6171	10.6171	0.0612
GFP-MBD_bot1-7	1	4	1	75.7434	41.1025	34.6409	34.6409	34.6409	0.0521
GFP-MBD_bot1-7	1	4	2	71.9756	1.5046	70.471	70.471	70.471	0.0131
GFP-MBD_bot1-7	1	4	3	12.1059	175.6664	-163.5606	163.5606	16.4394	0.0813
GFP-MBD_bot1-7	1	4	4	92.4876	100.227	-7.7394	7.7394	7.7394	0.0955
GFP-MBD_bot1-7	1	4	5	75.6761	95.5642	-19.8881	19.8881	19.8881	0.0288
GFP-MBD_bot1-7	1	4	6	126.7566	90.3696	36.3871	36.3871	36.3871	0.0402
GFP-MBD_bot1-7	1	4	7	145.1456	158.1647	-13.0191	13.0191	13.0191	0.0224
GFP-MBD_bot1-7	1	4	8	54.8813	41.7034	13.1779	13.1779	13.1779	0.0913
GFP-MBD_bot1-7	1	4	9	176.1824	162.5547	13.6277	13.6277	13.6277	0.0569
GFP-MBD_bot1-7	1	5	1	77.1779	41.1025	36.0754	36.0754	36.0754	0.0468
GFP-MBD_bot1-7	1	5	2	22.5731	1.5046	21.0685	21.0685	21.0685	0.034
GFP-MBD_bot1-7	1	5	3	20.1862	175.6664	-155.4802	155.4802	24.5198	0.0724
GFP-MBD_bot1-7	1	5	4	96.7995	100.227	-3.4275	3.4275	3.4275	0.1115
GFP-MBD_bot1-7	1	5	5	56.7221	95.5642	-38.8421	38.8421	38.8421	0.0359
GFP-MBD_bot1-7	1	5	6	141.8766	90.3696	51.507	51.507	51.507	0.0558
GFP-MBD_bot1-7	1	5	7	145.8227	158.1647	-12.342	12.342	12.342	0.0361
GFP-MBD_bot1-7	1	5	8	51.0511	42.6043	8.4468	8.4468	8.4468	0.0977
GFP-MBD_bot1-7	1	5	9	3.2514	162.5547	-159.3034	159.3034	20.6966	0.0494
GFP-MBD_bot1-7	1	6	1	121.3728	38.3183	83.0545	83.0545	83.0545	0.0333
GFP-MBD_bot1-7	1	6	2	15.9452	1.7477	14.1975	14.1975	14.1975	0.0046
GFP-MBD_bot1-7	1	6	3	27.5011	175.6664	-148.1654	148.1654	31.8346	0.075
GFP-MBD_bot1-7	1	6	4	98.3393	100.227	-1.8877	1.8877	1.8877	0.0887
GFP-MBD_bot1-7	1	6	5	86.2596	95.5642	-9.3046	9.3046	9.3046	0.0264
GFP-MBD_bot1-7	1	6	6	147.374	90.3696	57.0044	57.0044	57.0044	0.0351
GFP-MBD_bot1-7	1	6	7	99.9216	158.1647	-58.243	58.243	58.243	0.0084
GFP-MBD_bot1-7	1	6	8	54.7707	44.8484	9.9224	9.9224	9.9224	0.0838
GFP-MBD_bot1-7	1	6	9	172.5347	162.5547	9.9799	9.9799	9.9799	0.0468
GFP-MBD_bot1-7	1	7	1	136.6564	38.3183	98.3381	98.3381	81.6619	0.0198
GFP-MBD_bot1-7	1	7	2	15.285	1.7477	13.5373	13.5373	13.5373	0.0219
GFP-MBD_bot1-7	1	7	3	25.7135	175.6664	-149.9529	149.9529	30.0471	0.0863
GFP-MBD_bot1-7	1	7	4	96.8542	100.227	-3.3728	3.3728	3.3728	0.0804
GFP-MBD_bot1-7	1	7	5	161.5336	95.5642	65.9695	65.9695	65.9695	0.0232
GFP-MBD_bot1-7	1	7	6	99.427	90.3696	9.0574	9.0574	9.0574	0.0066
GFP-MBD_bot1-7	1	7	7	125.7797	161.5028	-35.7231	35.7231	35.7231	0.0522
GFP-MBD_bot1-7	1	7	8	49.155	44.8484	4.3066	4.3066	4.3066	0.0872
GFP-MBD_bot1-7	1	7	9	161.1249	162.5547	-1.4298	1.4298	1.4298	0.0274
GFP-MBD_bot1-7	1	8	1	92.4973	39.411	53.0862	53.0862	53.0862	0.0106
GFP-MBD_bot1-7	1	8	2	3.1886	1.7477	1.4409	1.4409	1.4409	0.0194
GFP-MBD_bot1-7	1	8	3	19.9891	175.6664	-155.6773	155.6773	24.3227	0.0916
GFP-MBD_bot1-7	1	8	4	104.2458	100.227	4.0187	4.0187	4.0187	0.0697
GFP-MBD_bot1-7	1	8	5	134.3952	95.5642	38.8311	38.8311	38.8311	0.0236
GFP-MBD_bot1-7	1	8	6	112.2279	90.3696	21.8583	21.8583	21.8583	0.0195
GFP-MBD_bot1-7	1	8	7	142.6868	159.8648	-17.1781	17.1781	17.1781	0.0435
GFP-MBD_bot1-7	1	8	8	58.5111	44.8484	13.6627	13.6627	13.6627	0.0811
GFP-MBD_bot1-7	1	8	9	161.6751	162.5547	-0.8797	0.8797	0.8797	0.0332
GFP-MBD_bot1-7	1	9	1	179.2705	39.411	139.8595	139.8595	40.1405	0.0294
GFP-MBD_bot1-7	1	9	2	3.988	1.7477	2.2403	2.2403	2.2403	0.0233
GFP-MBD_bot1-7	1	9	3	18.0578	175.6664	-157.6086	157.6086	22.3914	0.0859
GFP-MBD_bot1-7	1	9	4	105.5114	100.227	5.2844	5.2844	5.2844	0.0871
GFP-MBD_bot1-7	1	9	5	120.3963	95.5642	24.8321	24.8321	24.8321	0.0309
GFP-MBD_bot1-7	1	9	6	156.2906	90.3696	65.921	65.921	65.921	0.0209
GFP-MBD_bot1-7	1	9	7	9.0399	159.8648	-150.825	150.825	29.175	0.0148
GFP-MBD_bot1-7	1	9	8	62.1579	44.8484	17.3095	17.3095	17.3095	0.0841
GFP-MBD_bot1-7	1	9	9	99.922	162.5547	-62.6327	62.6327	62.6327	0.0156
GFP-MBD_bot1-7	1	10	1	47.2758	39.411	7.8648	7.8648	7.8648	0.0123
GFP-MBD_bot1-7	1	10	2	8.8088	1.7477	7.0611	7.0611	7.0611	0.0511
GFP-MBD_bot1-7	1	10	3	10.1318	175.6375	-165.5057	165.5057	14.4943	0.0868
GFP-MBD_bot1-7	1	10	4	110.4195	100.227	10.1925	10.1925	10.1925	0.0995
GFP-MBD_bot1-7	1	10	5	117.9171	95.2496	22.6675	22.6675	22.6675	0.0566
GFP-MBD_bot1-7	1	10	6	175.0246	90.3696	84.655	84.655	84.655	0.0063
GFP-MBD_bot1-7	1	10	7	144.4992	159.8648	-15.3657	15.3657	15.3657	0.0281
GFP-MBD_bot1-7	1	10	8	55.8813	44.8484	11.0329	11.0329	11.0329	0.0728
GFP-MBD_bot1-7	1	10	9	118.3007	162.067	-43.7663	43.7663	43.7663	0.0305
GFP-MBD_bot1-7	1	11	1	34.1539	39.411	-5.2571	5.2571	5.2571	0.0371
GFP-MBD_bot1-7	1	11	2	14.6488	1.7477	12.9011	12.9011	12.9011	0.0711
GFP-MBD_bot1-7	1	11	3	0.09414	175.6375	-175.5434	175.5434	4.4566	0.1021
GFP-MBD_bot1-7	1	11	4	102.2913	100.227	2.0643	2.0643	2.0643	0.0712
GFP-MBD_bot1-7	1	11	5	81.0122	95.2496	-14.2374	14.2374	14.2374	0.012
GFP-MBD_bot1-7	1	11	6	22.6242	90.3696	-67.7453	67.7453	67.7453	0.0373
GFP-MBD_bot1-7	1	11	7	100.62	159.8648	-59.2448	59.2448	59.2448	0.0115
GFP-MBD_bot1-7	1	11	8	66.8937	44.8484	22.0454	22.0454	22.0454	0.052
GFP-MBD_bot1-7	1	11	9	109.36	162.067	-52.707	52.707	52.707	0.0468
GFP-MBD_bot1-7	1	12	1	32.2988	39.411	-7.1123	7.1123	7.1123	0.0229
GFP-MBD_bot1-7	1	12	2	10.7273	1.7477	8.9796	8.9796	8.9796	0.0903
GFP-MBD_bot1-7	1	12	3	177.8152	175.6375	2.1777	2.1777	2.1777	0.1006
GFP-MBD_bot1-7	1	12	4	108.9807	100.227	8.7537	8.7537	8.7537	0.0601
GFP-MBD_bot1-7	1	12	5	113.9559	95.2496	18.7063	18.7063	18.7063	0.0344
GFP-MBD_bot1-7	1	12	6	2.4926	90.4426	-87.95	87.95	87.95	0.0177
GFP-MBD_bot1-7	1	12	7	131.1515	159.8648	-28.7133	28.7133	28.7133	0.016
GFP-MBD_bot1-7	1	12	8	49.3232	44.8484	4.4748	4.4748	4.4748	0.0186
GFP-MBD_bot1-7	1	12	9	117.5865	162.067	-44.4805	44.4805	44.4805	0.0286
GFP-MBD_bot1-7	1	13	1	59.1979	39.411	19.7869	19.7869	19.7869	0.0508
GFP-MBD_bot1-7	1	13	2	11.5197	1.7477	9.772	9.772	9.772	0.1055
GFP-MBD_bot1-7	1	13	3	177.6408	175.6375	2.0033	2.0033	2.0033	0.0885
GFP-MBD_bot1-7	1	13	4	98.7283	100.227	-1.4987	1.4987	1.4987	0.0336
GFP-MBD_bot1-7	1	13	5	119.289	95.2496	24.0395	24.0395	24.0395	0.0505
GFP-MBD_bot1-7	1	13	6	12.6255	90.4426	-77.8171	77.8171	77.8171	0.0007
GFP-MBD_bot1-7	1	13	7	144.0584	159.8648	-15.8065	15.8065	15.8065	0.0565
GFP-MBD_bot1-7	1	13	8	87.6872	44.8484	42.8388	42.8388	42.8388	0.0206
GFP-MBD_bot1-7	1	13	9	115.1826	162.067	-46.8845	46.8845	46.8845	0.0431
GFP-MBD_bot1-7	2	1	1	117.6654	9.6528	108.0125	108.0125	71.9875	0.0191
GFP-MBD_bot1-7	2	1	2	19.4602	10.0754	9.3848	9.3848	9.3848	0.0128
GFP-MBD_bot1-7	2	1	3	99.2406	138.7008	-39.4602	39.4602	39.4602	0.0313
