Genotype/condition	Sample Number	Timepoint	CellNumber	FibrilTool Angle	Comparison Angle	Raw angle	Absolute angle	Acute absolute angle to ablation	Anisotropy
bot1-7_GFP-MBD	7	8	5	37.0609	90.9664	-53.9055	53.9055	53.9055	0.0218
bot1-7_GFP-MBD	7	8	6	171.1112	0.4844	170.6268	170.6268	9.3732	0.0675
bot1-7_GFP-MBD	7	9	1	145.4511	168.4284	-22.9773	22.9773	22.9773	0.0703
bot1-7_GFP-MBD	7	9	2	177.1495	12.2303	164.9192	164.9192	15.0808	0.0278
bot1-7_GFP-MBD	7	9	3	148.8392	84.7605	64.0787	64.0787	64.0787	0.0143
bot1-7_GFP-MBD	7	9	4	132.5702	139.464	-6.8939	6.8939	6.8939	0.0904
bot1-7_GFP-MBD	7	9	5	65.4914	90.9664	-25.4749	25.4749	25.4749	0.0541
bot1-7_GFP-MBD	7	9	6	168.9329	0.4844	168.4484	168.4484	11.5516	0.069
bot1-7_GFP-MBD	7	10	1	140.4655	168.4284	-27.9629	27.9629	27.9629	0.0663
bot1-7_GFP-MBD	7	10	2	27.2463	12.2303	15.016	15.016	15.016	0.0146
bot1-7_GFP-MBD	7	10	3	121.8556	84.7605	37.095	37.095	37.095	0.0371
bot1-7_GFP-MBD	7	10	4	139.4541	139.464	-0.009947	0.009947	0.009947	0.0923
bot1-7_GFP-MBD	7	10	5	46.8691	90.9664	-44.0972	44.0972	44.0972	0.0435
bot1-7_GFP-MBD	7	10	6	177.1786	0.4844	176.6941	176.6941	3.3059	0.0701
bot1-7_GFP-MBD	7	11	1	149.9916	168.4284	-18.4369	18.4369	18.4369	0.073
bot1-7_GFP-MBD	7	11	2	28.7676	12.2303	16.5373	16.5373	16.5373	0.0286
bot1-7_GFP-MBD	7	11	3	129.8945	84.7605	45.134	45.134	45.134	0.0229
bot1-7_GFP-MBD	7	11	4	138.1409	139.464	-1.3231	1.3231	1.3231	0.0971
bot1-7_GFP-MBD	7	11	5	55.0665	90.9664	-35.8999	35.8999	35.8999	0.0436
bot1-7_GFP-MBD	7	11	6	177.5068	0.4844	177.0224	177.0224	2.9776	0.0586
bot1-7_GFP-MBD	7	12	1	144.1241	168.4284	-24.3043	24.3043	24.3043	0.047
bot1-7_GFP-MBD	7	12	2	33.1219	12.2303	20.8916	20.8916	20.8916	0.0406
bot1-7_GFP-MBD	7	12	3	96.0862	84.7605	11.3257	11.3257	11.3257	0.04
bot1-7_GFP-MBD	7	12	4	139.3154	139.464	-0.1486	0.1486	0.1486	0.0867
bot1-7_GFP-MBD	7	12	5	65.3345	90.9664	-25.6318	25.6318	25.6318	0.0451
bot1-7_GFP-MBD	7	12	6	175.5364	0.4844	175.052	175.052	4.948	0.0624
bot1-7_GFP-MBD	7	13	1	138.5066	168.4284	-29.9218	29.9218	29.9218	0.0537
bot1-7_GFP-MBD	7	13	2	19.145	12.2303	6.9147	6.9147	6.9147	0.0334
bot1-7_GFP-MBD	7	13	3	99.4258	84.7605	14.6653	14.6653	14.6653	0.0247
bot1-7_GFP-MBD	7	13	4	143.1204	139.464	3.6564	3.6564	3.6564	0.0611
bot1-7_GFP-MBD	7	13	5	65.6107	90.9664	-25.3556	25.3556	25.3556	0.0334
bot1-7_GFP-MBD	7	13	6	161.8617	0.4844	161.3773	161.3773	18.6227	0.0744
bot1-7_GFP-MBD	8	1	1	120.7397	26.2398	94.4999	94.4999	85.5001	0.0019
bot1-7_GFP-MBD	8	1	2	74.9894	133.4174	-58.428	58.428	58.428	0.0189
bot1-7_GFP-MBD	8	1	3	77.1344	134.8518	-57.7174	57.7174	57.7174	0.0271
bot1-7_GFP-MBD	8	1	4	128.2192	87.3667	40.8526	40.8526	40.8526	0.041
bot1-7_GFP-MBD	8	1	5	59.5507	88.4507	-28.9	28.9	28.9	0.0569
bot1-7_GFP-MBD	8	1	6	94.0178	172.3339	-78.3161	78.3161	78.3161	0.0352
bot1-7_GFP-MBD	8	1	7	110.3923	29.998	80.3942	80.3942	80.3942	0.0391
bot1-7_GFP-MBD	8	1	8	63.1565	140.3591	-77.2026	77.2026	77.2026	0.0638
bot1-7_GFP-MBD	8	1	9	115.2683	178.2031	-62.9348	62.9348	62.9348	0.0391
bot1-7_GFP-MBD	8	1	10	64.4877	23.847	40.6407	40.6407	40.6407	0.045
bot1-7_GFP-MBD	8	2	1	116.7438	26.2398	90.504	90.504	89.496	0.0192
bot1-7_GFP-MBD	8	2	2	51.176	133.4174	-82.2414	82.2414	82.2414	0.0199
bot1-7_GFP-MBD	8	2	3	79.5897	134.8518	-55.2621	55.2621	55.2621	0.0285
bot1-7_GFP-MBD	8	2	4	129.4703	87.3667	42.1037	42.1037	42.1037	0.0417
bot1-7_GFP-MBD	8	2	5	45.6266	88.4507	-42.824	42.824	42.824	0.0652
bot1-7_GFP-MBD	8	2	6	114.7525	172.3339	-57.5815	57.5815	57.5815	0.0194
bot1-7_GFP-MBD	8	2	7	118.4799	29.998	88.4818	88.4818	88.4818	0.0571
bot1-7_GFP-MBD	8	2	8	85.0073	140.3591	-55.3519	55.3519	55.3519	0.0475
bot1-7_GFP-MBD	8	2	9	111.6642	178.2031	-66.5389	66.5389	66.5389	0.0374
bot1-7_GFP-MBD	8	2	10	57.8269	23.847	33.9799	33.9799	33.9799	0.0414
bot1-7_GFP-MBD	8	3	1	95.7043	26.2398	69.4645	69.4645	69.4645	0.0295
bot1-7_GFP-MBD	8	3	2	58.2422	132.9551	-74.713	74.713	74.713	0.0318
bot1-7_GFP-MBD	8	3	3	104.2536	134.8518	-30.5982	30.5982	30.5982	0.05
bot1-7_GFP-MBD	8	3	4	94.7377	87.3667	7.371	7.371	7.371	0.0405
bot1-7_GFP-MBD	8	3	5	59.4611	88.4507	-28.9895	28.9895	28.9895	0.0465
bot1-7_GFP-MBD	8	3	6	117.9147	172.3998	-54.4851	54.4851	54.4851	0.026
bot1-7_GFP-MBD	8	3	7	113.0854	29.998	83.0873	83.0873	83.0873	0.0437
bot1-7_GFP-MBD	8	3	8	98.2916	140.3591	-42.0676	42.0676	42.0676	0.0533
bot1-7_GFP-MBD	8	3	9	116.0214	178.2031	-62.1816	62.1816	62.1816	0.0497
bot1-7_GFP-MBD	8	3	10	48.5666	23.847	24.7196	24.7196	24.7196	0.0498
bot1-7_GFP-MBD	8	4	1	106.2854	26.2398	80.0456	80.0456	80.0456	0.0282
bot1-7_GFP-MBD	8	4	2	76.3818	132.9551	-56.5734	56.5734	56.5734	0.0259
bot1-7_GFP-MBD	8	4	3	78.3161	134.8518	-56.5357	56.5357	56.5357	0.0463
bot1-7_GFP-MBD	8	4	4	98.7079	87.3667	11.3413	11.3413	11.3413	0.0618
bot1-7_GFP-MBD	8	4	5	58.4753	88.4507	-29.9754	29.9754	29.9754	0.0389
bot1-7_GFP-MBD	8	4	6	116.2454	172.3998	-56.1544	56.1544	56.1544	0.0239
bot1-7_GFP-MBD	8	4	7	107.7543	29.998	77.7563	77.7563	77.7563	0.0346
bot1-7_GFP-MBD	8	4	8	96.6777	140.3591	-43.6814	43.6814	43.6814	0.0417
bot1-7_GFP-MBD	8	4	9	131.8838	178.2031	-46.3193	46.3193	46.3193	0.0414
bot1-7_GFP-MBD	8	4	10	42.8833	23.847	19.0363	19.0363	19.0363	0.0906
bot1-7_GFP-MBD	8	5	1	104.7128	26.2398	78.473	78.473	78.473	0.0197
bot1-7_GFP-MBD	8	5	2	61.5702	132.9551	-71.3849	71.3849	71.3849	0.0159
bot1-7_GFP-MBD	8	5	3	71.654	134.8518	-63.1978	63.1978	63.1978	0.046
bot1-7_GFP-MBD	8	5	4	103.4062	87.3667	16.0395	16.0395	16.0395	0.04
bot1-7_GFP-MBD	8	5	5	87.0461	88.4507	-1.4045	1.4045	1.4045	0.056
bot1-7_GFP-MBD	8	5	6	115.744	172.3998	-56.6558	56.6558	56.6558	0.0471
bot1-7_GFP-MBD	8	5	7	95.7303	29.998	65.7322	65.7322	65.7322	0.0475
bot1-7_GFP-MBD	8	5	8	98.0315	140.3591	-42.3277	42.3277	42.3277	0.0256
bot1-7_GFP-MBD	8	5	9	133.5902	178.1136	-44.5234	44.5234	44.5234	0.0401
bot1-7_GFP-MBD	8	5	10	43.5289	23.847	19.6819	19.6819	19.6819	0.1104
bot1-7_GFP-MBD	8	6	1	95.1321	26.2398	68.8923	68.8923	68.8923	0.0244
bot1-7_GFP-MBD	8	6	2	68.0017	132.9551	-64.9535	64.9535	64.9535	0.0553
bot1-7_GFP-MBD	8	6	3	81.4057	134.2437	-52.838	52.838	52.838	0.0359
bot1-7_GFP-MBD	8	6	4	109.9868	87.3667	22.6202	22.6202	22.6202	0.0479
bot1-7_GFP-MBD	8	6	5	67.3872	88.4507	-21.0635	21.0635	21.0635	0.0769
bot1-7_GFP-MBD	8	6	6	112.8097	172.3998	-59.5901	59.5901	59.5901	0.0222
bot1-7_GFP-MBD	8	6	7	105.8925	29.998	75.8944	75.8944	75.8944	0.0435
bot1-7_GFP-MBD	8	6	8	91.3698	140.3591	-48.9893	48.9893	48.9893	0.011
bot1-7_GFP-MBD	8	6	9	135.8276	178.1136	-42.2861	42.2861	42.2861	0.0679
bot1-7_GFP-MBD	8	6	10	34.763	23.847	10.916	10.916	10.916	0.0807
bot1-7_GFP-MBD	8	7	1	106.4501	26.2398	80.2103	80.2103	80.2103	0.0258
bot1-7_GFP-MBD	8	7	2	65.3281	132.9551	-67.627	67.627	67.627	0.0281
bot1-7_GFP-MBD	8	7	3	69.4064	134.2437	-64.8373	64.8373	64.8373	0.0271
bot1-7_GFP-MBD	8	7	4	115.9689	87.3667	28.6023	28.6023	28.6023	0.0445
bot1-7_GFP-MBD	8	7	5	70.0525	88.4507	-18.3981	18.3981	18.3981	0.0813
bot1-7_GFP-MBD	8	7	6	112.6933	173.07	-60.3767	60.3767	60.3767	0.0378
bot1-7_GFP-MBD	8	7	7	108.3254	29.998	78.3273	78.3273	78.3273	0.0325
bot1-7_GFP-MBD	8	7	8	111.2473	140.3591	-29.1119	29.1119	29.1119	0.0284
bot1-7_GFP-MBD	8	7	9	144.4063	177.9821	-33.5759	33.5759	33.5759	0.0589
bot1-7_GFP-MBD	8	7	10	35.3701	23.847	11.5231	11.5231	11.5231	0.0954
bot1-7_GFP-MBD	8	8	1	115.7654	26.2398	89.5256	89.5256	89.5256	0.0317
bot1-7_GFP-MBD	8	8	2	65.8267	132.9551	-67.1284	67.1284	67.1284	0.0175
bot1-7_GFP-MBD	8	8	3	75.4273	134.2437	-58.8164	58.8164	58.8164	0.0315
bot1-7_GFP-MBD	8	8	4	85.3405	87.3667	-2.0262	2.0262	2.0262	0.016
bot1-7_GFP-MBD	8	8	5	63.534	88.4507	-24.9167	24.9167	24.9167	0.0912
bot1-7_GFP-MBD	8	8	6	55.0199	173.07	-118.0502	118.0502	61.9498	0.0073
bot1-7_GFP-MBD	8	8	7	111.0935	29.998	81.0954	81.0954	81.0954	0.0108
bot1-7_GFP-MBD	8	8	8	103.4852	140.3591	-36.8739	36.8739	36.8739	0.0376
bot1-7_GFP-MBD	8	8	9	135.3612	177.9821	-42.621	42.621	42.621	0.0495
bot1-7_GFP-MBD	8	8	10	33.8807	23.847	10.0337	10.0337	10.0337	0.0735
bot1-7_GFP-MBD	8	9	1	101.6823	26.2398	75.4425	75.4425	75.4425	0.0081
bot1-7_GFP-MBD	8	9	2	72.2711	132.9551	-60.6841	60.6841	60.6841	0.0247
bot1-7_GFP-MBD	8	9	3	98.3561	134.2437	-35.8876	35.8876	35.8876	0.023
bot1-7_GFP-MBD	8	9	4	97.1286	87.3667	9.7619	9.7619	9.7619	0.0209
bot1-7_GFP-MBD	8	9	5	69.748	88.4507	-18.7027	18.7027	18.7027	0.0779
bot1-7_GFP-MBD	8	9	6	37.5523	173.8733	-136.321	136.321	43.679	0.021
bot1-7_GFP-MBD	8	9	7	113.689	29.998	83.6909	83.6909	83.6909	0.0158
bot1-7_GFP-MBD	8	9	8	121.9936	138.2012	-16.2076	16.2076	16.2076	0.034
bot1-7_GFP-MBD	8	9	9	145.1335	177.9821	-32.8486	32.8486	32.8486	0.0687
bot1-7_GFP-MBD	8	9	10	39.1123	23.847	15.2653	15.2653	15.2653	0.0541
bot1-7_GFP-MBD	8	10	1	111.0077	26.2398	84.7679	84.7679	84.7679	0.016
bot1-7_GFP-MBD	8	10	2	80.4365	132.9551	-52.5186	52.5186	52.5186	0.0259
bot1-7_GFP-MBD	8	10	3	88.1354	134.2437	-46.1083	46.1083	46.1083	0.0213
bot1-7_GFP-MBD	8	10	4	118.7243	87.3667	31.3577	31.3577	31.3577	0.0329
bot1-7_GFP-MBD	8	10	5	64.7236	88.4507	-23.727	23.727	23.727	0.0951
bot1-7_GFP-MBD	8	10	6	17.2214	173.8733	-156.6519	156.6519	23.3481	0.0059
bot1-7_GFP-MBD	8	10	7	83.0991	29.998	53.101	53.101	53.101	0.0237
bot1-7_GFP-MBD	8	10	8	89.3102	138.2012	-48.891	48.891	48.891	0.0131
bot1-7_GFP-MBD	8	10	9	147.0324	177.9821	-30.9497	30.9497	30.9497	0.0625
bot1-7_GFP-MBD	8	10	10	30.2576	23.847	6.4106	6.4106	6.4106	0.0705
bot1-7_GFP-MBD	8	11	1	128.8855	26.2398	102.6457	102.6457	77.3543	0.0227
bot1-7_GFP-MBD	8	11	2	92.6302	132.9551	-40.3249	40.3249	40.3249	0.0255
bot1-7_GFP-MBD	8	11	3	92.4532	134.2437	-41.7905	41.7905	41.7905	0.0313
bot1-7_GFP-MBD	8	11	4	121.7566	88.4491	33.3075	33.3075	33.3075	0.0539
bot1-7_GFP-MBD	8	11	5	65.791	88.4507	-22.6596	22.6596	22.6596	0.1089
bot1-7_GFP-MBD	8	11	6	30.0905	173.8733	-143.7828	143.7828	36.2172	0.025
bot1-7_GFP-MBD	8	11	7	57.9689	29.998	27.9709	27.9709	27.9709	0.023
bot1-7_GFP-MBD	8	11	8	117.8547	138.2012	-20.3465	20.3465	20.3465	0.018
bot1-7_GFP-MBD	8	11	9	151.5168	177.9821	-26.4653	26.4653	26.4653	0.0573
bot1-7_GFP-MBD	8	11	10	26.1483	23.847	2.3013	2.3013	2.3013	0.0686
bot1-7_GFP-MBD	8	12	1	127.9168	26.2398	101.677	101.677	78.323	0.0346
bot1-7_GFP-MBD	8	12	2	88.4935	132.9551	-44.4616	44.4616	44.4616	0.0363
bot1-7_GFP-MBD	8	12	3	75.8863	134.6594	-58.7731	58.7731	58.7731	0.0381
bot1-7_GFP-MBD	8	12	4	130.0914	88.4491	41.6422	41.6422	41.6422	0.0728
bot1-7_GFP-MBD	8	12	5	66.9929	88.4507	-21.4577	21.4577	21.4577	0.09
bot1-7_GFP-MBD	8	12	6	17.2176	173.8733	-156.6557	156.6557	23.3443	0.0263
bot1-7_GFP-MBD	8	12	7	49.5683	29.998	19.5702	19.5702	19.5702	0.0378
bot1-7_GFP-MBD	8	12	8	110.8162	138.2012	-27.385	27.385	27.385	0.02
bot1-7_GFP-MBD	8	12	9	153.8682	177.855	-23.9868	23.9868	23.9868	0.0519
bot1-7_GFP-MBD	8	12	10	32.3598	23.847	8.5128	8.5128	8.5128	0.0819
bot1-7_GFP-MBD	8	13	1	119.189	26.2398	92.9492	92.9492	87.0508	0.0244
bot1-7_GFP-MBD	8	13	2	86.2447	132.9551	-46.7105	46.7105	46.7105	0.031
bot1-7_GFP-MBD	8	13	3	105.432	134.6594	-29.2273	29.2273	29.2273	0.0019
bot1-7_GFP-MBD	8	13	4	124.1666	88.4491	35.7174	35.7174	35.7174	0.0709
bot1-7_GFP-MBD	8	13	5	73.8084	88.4507	-14.6423	14.6423	14.6423	0.0764
bot1-7_GFP-MBD	8	13	6	28.5736	174.5674	-145.9938	145.9938	34.0062	0.0325
bot1-7_GFP-MBD	8	13	7	73.0687	29.998	43.0707	43.0707	43.0707	0.0295
bot1-7_GFP-MBD	8	13	8	119.4659	138.2012	-18.7353	18.7353	18.7353	0.0274
bot1-7_GFP-MBD	8	13	9	157.1494	177.855	-20.7057	20.7057	20.7057	0.0345
bot1-7_GFP-MBD	8	13	10	28.1393	23.847	4.2923	4.2923	4.2923	0.0726
bot1-7_GFP-MBD	9	1	1	151.3417	5.713	145.6287	145.6287	34.3713	0.0612
bot1-7_GFP-MBD	9	1	2	57.1706	51.224	5.9466	5.9466	5.9466	0.0737
bot1-7_GFP-MBD	9	1	3	95.4705	99.0391	-3.5686	3.5686	3.5686	0.0291
bot1-7_GFP-MBD	9	1	4	151.7773	90.9123	60.865	60.865	60.865	0.1069
bot1-7_GFP-MBD	9	1	5	151.7642	126.6218	25.1424	25.1424	25.1424	0.061
bot1-7_GFP-MBD	9	1	6	18.4072	36.8312	-18.424	18.424	18.424	0.0573
bot1-7_GFP-MBD	9	1	7	150.85	1.6632	149.1868	149.1868	30.8132	0.0841
bot1-7_GFP-MBD	9	1	8	172.172	171.4448	0.7272	0.7272	0.7272	0.0445
bot1-7_GFP-MBD	9	2	1	125.0174	5.0487	119.9687	119.9687	60.0313	0.0654
bot1-7_GFP-MBD	9	2	2	52.7624	49.0029	3.7595	3.7595	3.7595	0.0715
bot1-7_GFP-MBD	9	2	3	76.0914	99.0391	-22.9477	22.9477	22.9477	0.0872
bot1-7_GFP-MBD	9	2	4	160.3813	90.5946	69.7867	69.7867	69.7867	0.1089
bot1-7_GFP-MBD	9	2	5	143.975	125.9859	17.9891	17.9891	17.9891	0.0475
bot1-7_GFP-MBD	9	2	6	2.1929	37.9838	-35.791	35.791	35.791	0.0195
bot1-7_GFP-MBD	9	2	7	144.3204	1.7553	142.565	142.565	37.435	0.1271
bot1-7_GFP-MBD	9	2	8	3.2114	171.4206	-168.2092	168.2092	11.7908	0.0591
bot1-7_GFP-MBD	9	3	1	138.1803	5.0487	133.1316	133.1316	46.8684	0.061
bot1-7_GFP-MBD	9	3	2	54.475	49.0029	5.4722	5.4722	5.4722	0.0798
bot1-7_GFP-MBD	9	3	3	79.2233	99.0391	-19.8158	19.8158	19.8158	0.0722
bot1-7_GFP-MBD	9	3	4	164.0177	90.5946	73.423	73.423	73.423	0.1129
bot1-7_GFP-MBD	9	3	5	144.869	125.9859	18.8831	18.8831	18.8831	0.0702
bot1-7_GFP-MBD	9	3	6	149.4432	37.9838	111.4594	111.4594	68.5406	0.0247
bot1-7_GFP-MBD	9	3	7	146.8859	1.7553	145.1306	145.1306	34.8694	0.1182
bot1-7_GFP-MBD	9	3	8	157.2788	171.4206	-14.1418	14.1418	14.1418	0.0468
bot1-7_GFP-MBD	9	4	1	143.33	5.0487	138.2812	138.2812	41.7188	0.0727
bot1-7_GFP-MBD	9	4	2	59.4392	49.0029	10.4363	10.4363	10.4363	0.0618
bot1-7_GFP-MBD	9	4	3	75.5194	99.0391	-23.5197	23.5197	23.5197	0.0803
bot1-7_GFP-MBD	9	4	4	165.1564	90.5946	74.5618	74.5618	74.5618	0.1115
bot1-7_GFP-MBD	9	4	5	147.3495	125.9859	21.3636	21.3636	21.3636	0.0463
bot1-7_GFP-MBD	9	4	6	13.3261	37.9838	-24.6577	24.6577	24.6577	0.0395
bot1-7_GFP-MBD	9	4	7	146.8882	1.7553	145.1329	145.1329	34.8671	0.0969
bot1-7_GFP-MBD	9	4	8	173.7918	171.4206	2.3712	2.3712	2.3712	0.0606
bot1-7_GFP-MBD	9	5	1	136.4651	5.0487	131.4164	131.4164	48.5836	0.0526
bot1-7_GFP-MBD	9	5	2	51.0878	49.0029	2.0849	2.0849	2.0849	0.1029
bot1-7_GFP-MBD	9	5	3	73.9626	99.0391	-25.0765	25.0765	25.0765	0.1025
bot1-7_GFP-MBD	9	5	4	158.965	90.5946	68.3704	68.3704	68.3704	0.0957
bot1-7_GFP-MBD	9	5	5	149.1437	125.9859	23.1579	23.1579	23.1579	0.0259
bot1-7_GFP-MBD	9	5	6	152.3768	37.9838	114.393	114.393	65.607	0.0247
bot1-7_GFP-MBD	9	5	7	150.2696	1.7553	148.5143	148.5143	31.4857	0.119
bot1-7_GFP-MBD	9	5	8	159.7016	171.4206	-11.719	11.719	11.719	0.0598
bot1-7_GFP-MBD	9	6	1	147.202	5.0487	142.1533	142.1533	37.8467	0.0585
bot1-7_GFP-MBD	9	6	2	47.2835	49.0029	-1.7194	1.7194	1.7194	0.1165
bot1-7_GFP-MBD	9	6	3	73.9522	99.0391	-25.0869	25.0869	25.0869	0.1146
bot1-7_GFP-MBD	9	6	4	165.6285	90.5946	75.0339	75.0339	75.0339	0.0835
bot1-7_GFP-MBD	9	6	5	156.0479	125.9859	30.0621	30.0621	30.0621	0.0471
bot1-7_GFP-MBD	9	6	6	18.7158	37.9838	-19.268	19.268	19.268	0.031
bot1-7_GFP-MBD	9	6	7	151.546	1.7553	149.7907	149.7907	30.2093	0.0995
bot1-7_GFP-MBD	9	6	8	178.7809	171.4206	7.3603	7.3603	7.3603	0.1044
bot1-7_GFP-MBD	9	7	1	142.3059	5.0487	137.2572	137.2572	42.7428	0.0663
bot1-7_GFP-MBD	9	7	2	40.6003	49.0029	-8.4026	8.4026	8.4026	0.0684
bot1-7_GFP-MBD	9	7	3	68.4721	99.0391	-30.567	30.567	30.567	0.1098
bot1-7_GFP-MBD	9	7	4	165.3301	90.5946	74.7355	74.7355	74.7355	0.1192
bot1-7_GFP-MBD	9	7	5	145.9388	125.9859	19.9529	19.9529	19.9529	0.0677
bot1-7_GFP-MBD	9	7	6	34.7825	37.9838	-3.2014	3.2014	3.2014	0.0228
bot1-7_GFP-MBD	9	7	7	148.2702	1.7553	146.5149	146.5149	33.4851	0.1316
bot1-7_GFP-MBD	9	7	8	173.9096	171.4206	2.489	2.489	2.489	0.0843
bot1-7_GFP-MBD	9	8	1	156.8312	5.0487	151.7825	151.7825	28.2175	0.0703
bot1-7_GFP-MBD	9	8	2	51.3487	49.0029	2.3458	2.3458	2.3458	0.0781
bot1-7_GFP-MBD	9	8	3	75.3274	99.0391	-23.7117	23.7117	23.7117	0.0801
bot1-7_GFP-MBD	9	8	4	160.4203	90.5946	69.8257	69.8257	69.8257	0.133
bot1-7_GFP-MBD	9	8	5	149.4119	125.9859	23.426	23.426	23.426	0.0607
bot1-7_GFP-MBD	9	8	6	28.7453	37.9838	-9.2385	9.2385	9.2385	0.0227
bot1-7_GFP-MBD	9	8	7	147.3768	1.7553	145.6215	145.6215	34.3785	0.116
bot1-7_GFP-MBD	9	8	8	172.8319	171.4206	1.4114	1.4114	1.4114	0.0589
bot1-7_GFP-MBD	9	9	1	162.9665	5.0487	157.9177	157.9177	22.0823	0.0583
bot1-7_GFP-MBD	9	9	2	48.9723	49.0029	-0.03058	0.03058	0.03058	0.0968
bot1-7_GFP-MBD	9	9	3	74.9158	99.0391	-24.1234	24.1234	24.1234	0.0943
bot1-7_GFP-MBD	9	9	4	162.7172	90.5946	72.1226	72.1226	72.1226	0.1132
bot1-7_GFP-MBD	9	9	5	153.0575	125.9859	27.0716	27.0716	27.0716	0.0732
bot1-7_GFP-MBD	9	9	6	57.0064	37.9838	19.0226	19.0226	19.0226	0.0212
bot1-7_GFP-MBD	9	9	7	142.8823	1.7553	141.127	141.127	38.873	0.1046
bot1-7_GFP-MBD	9	9	8	147.4987	171.4206	-23.9219	23.9219	23.9219	0.1119
bot1-7_GFP-MBD	9	10	1	148.7304	5.0487	143.6816	143.6816	36.3184	0.0363
bot1-7_GFP-MBD	9	10	2	49.8139	49.0029	0.811	0.811	0.811	0.0822
bot1-7_GFP-MBD	9	10	3	69.7844	99.0391	-29.2547	29.2547	29.2547	0.1127
bot1-7_GFP-MBD	9	10	4	161.8072	90.5946	71.2126	71.2126	71.2126	0.115
bot1-7_GFP-MBD	9	10	5	151.1023	125.9859	25.1164	25.1164	25.1164	0.0646
bot1-7_GFP-MBD	9	10	6	28.0351	37.9838	-9.9487	9.9487	9.9487	0.0163
bot1-7_GFP-MBD	9	10	7	142.8987	1.7553	141.1434	141.1434	38.8566	0.118
bot1-7_GFP-MBD	9	10	8	144.0272	171.4206	-27.3934	27.3934	27.3934	0.0825
bot1-7_GFP-MBD	9	11	1	167.3472	5.0487	162.2985	162.2985	17.7015	0.0268
bot1-7_GFP-MBD	9	11	2	58.8548	49.0029	9.8519	9.8519	9.8519	0.076
bot1-7_GFP-MBD	9	11	3	68.053	99.0391	-30.9861	30.9861	30.9861	0.1039
bot1-7_GFP-MBD	9	11	4	164.6727	90.5946	74.0781	74.0781	74.0781	0.1024
bot1-7_GFP-MBD	9	11	5	159.9002	125.9859	33.9143	33.9143	33.9143	0.0432
bot1-7_GFP-MBD	9	11	6	33.1637	37.9838	-4.8201	4.8201	4.8201	0.0087
bot1-7_GFP-MBD	9	11	7	142.6917	1.7553	140.9364	140.9364	39.0636	0.1103
bot1-7_GFP-MBD	9	11	8	160.2764	171.4206	-11.1442	11.1442	11.1442	0.077
bot1-7_GFP-MBD	9	12	1	161.6796	5.0487	156.6308	156.6308	23.3692	0.0308
bot1-7_GFP-MBD	9	12	2	54.6949	49.0029	5.6921	5.6921	5.6921	0.096
bot1-7_GFP-MBD	9	12	3	66.8153	99.0391	-32.2238	32.2238	32.2238	0.1206
bot1-7_GFP-MBD	9	12	4	160.9354	90.5946	70.3408	70.3408	70.3408	0.1154
bot1-7_GFP-MBD	9	12	5	153.292	125.9859	27.3061	27.3061	27.3061	0.0516
bot1-7_GFP-MBD	9	12	6	29.7598	37.9838	-8.224	8.224	8.224	0.0163
bot1-7_GFP-MBD	9	12	7	149.0236	1.7553	147.2683	147.2683	32.7317	0.0865
bot1-7_GFP-MBD	9	12	8	150.9761	171.4206	-20.4445	20.4445	20.4445	0.0915
bot1-7_GFP-MBD	9	13	1	173.7439	5.0487	168.6952	168.6952	11.3048	0.0482
bot1-7_GFP-MBD	9	13	2	50.4378	49.0029	1.4349	1.4349	1.4349	0.0987
bot1-7_GFP-MBD	9	13	3	67.8418	99.0391	-31.1973	31.1973	31.1973	0.1042
bot1-7_GFP-MBD	9	13	4	158.6949	90.5946	68.1003	68.1003	68.1003	0.1454
bot1-7_GFP-MBD	9	13	5	147.6681	125.9859	21.6822	21.6822	21.6822	0.0667
bot1-7_GFP-MBD	9	13	6	5.7839	37.9838	-32.1999	32.1999	32.1999	0.0257
bot1-7_GFP-MBD	9	13	7	144.9954	1.7553	143.2401	143.2401	36.7599	0.0998
bot1-7_GFP-MBD	9	13	8	155.039	171.4206	-16.3816	16.3816	16.3816	0.0741
GFP-TUA6	1	1	1	68.9928	0.6399	68.353	68.353	68.353	0.1196
GFP-TUA6	1	1	2	103.0035	177.2303	-74.2268	74.2268	74.2268	0.0569
GFP-TUA6	1	1	3	151.6389	168.0758	-16.4369	16.4369	16.4369	0.0265
GFP-TUA6	1	1	4	109.1884	83.6481	25.5403	25.5403	25.5403	0.126
GFP-TUA6	1	1	5	45.7876	124.3374	-78.5498	78.5498	78.5498	0.0588
GFP-TUA6	1	1	6	123.9402	57.3181	66.6221	66.6221	66.6221	0.037
GFP-TUA6	1	1	7	93.812	161.2503	-67.4383	67.4383	67.4383	0.0881
GFP-TUA6	1	1	8	80.9725	176.6708	-95.6984	95.6984	84.3016	0.0445
GFP-TUA6	1	2	1	81.7191	178.4865	-96.7674	96.7674	83.2326	0.1279
GFP-TUA6	1	2	2	140.2518	177.2303	-36.9785	36.9785	36.9785	0.0422
GFP-TUA6	1	2	3	129.6907	168.0758	-38.3851	38.3851	38.3851	0.0605
GFP-TUA6	1	2	4	91.2705	83.6481	7.6224	7.6224	7.6224	0.146
GFP-TUA6	1	2	5	86.2124	124.3374	-38.125	38.125	38.125	0.0973
GFP-TUA6	1	2	6	96.9143	57.3181	39.5962	39.5962	39.5962	0.0942
GFP-TUA6	1	2	7	88.5511	161.2503	-72.6991	72.6991	72.6991	0.1393
